name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Decatur,2024-02-17,-6.7,-12.2,-8.9,-14.2,-19.7,-16.9,-14.7,63.2,0,0,0,,0,12,50.8,29.2,270.8,1024.4,0,16,183.5,15.7,7,10,2024-02-17T06:46:25,2024-02-17T17:33:53,0.27,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-18,2.9,-7.2,-2.5,-0.5,-15.2,-8.2,-8.9,61.7,0.003,100,4.17,"rain,snow",0,5.9,44.6,28.9,238,1016.8,0,16,187.8,16.2,7,10,2024-02-18T06:45:06,2024-02-18T17:35:02,0.3,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-19,9.4,-8.2,0.2,8.8,-10.9,-1.6,-4.9,70.5,0,0,0,,0,0,16.6,14.6,165.9,1020.8,0,16,182.5,15.8,7,10,2024-02-19T06:43:46,2024-02-19T17:36:12,0.34,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-20,15,-2.1,6.6,15,-5.5,4.5,-1.5,58.4,0,0,0,,0,0,36.9,27.5,181.3,1021.7,0,16,177,15.5,7,10,2024-02-20T06:42:25,2024-02-20T17:37:20,0.37,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-21,20,5,12.7,20,2.1,11.5,4.5,58.3,0,0,0,,0,0,50.8,32.9,188.6,1014.5,6.1,16,151.4,13.1,7,10,2024-02-21T06:41:04,2024-02-21T17:38:29,0.4,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-22,16.2,7.9,11.8,16.2,7.2,11.6,7.3,74.9,5.887,100,4.17,rain,0,0,33.5,27.3,17.7,1005.6,49.5,15.1,134,11.6,7,10,2024-02-22T06:39:41,2024-02-22T17:39:37,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,KCMI,74467204862"
Decatur,2024-02-23,13.9,2.8,8.5,13.9,-1.9,6.3,-0.6,54.3,0,0,0,,0,0,55.5,34.9,300.3,1007.5,28.3,16,186.6,16.2,7,10,2024-02-23T06:38:17,2024-02-23T17:40:45,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-24,4.3,-3.3,0.5,3.9,-10.5,-3.9,-6.9,59.3,0,0,0,,0,0,49.9,31.5,1.7,1017.1,31.7,16,191.2,16.4,7,10,2024-02-24T06:36:52,2024-02-24T17:41:53,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-25,17.9,0,8.3,17.9,-4.5,5.9,-0.5,55.3,0,0,0,,0,0,40.6,27.4,194.1,1010.9,3.3,16,181,15.8,7,10,2024-02-25T06:35:27,2024-02-25T17:43:00,0.54,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-26,24.3,1.8,13.8,24.3,-0.5,13.3,4.2,58.7,0,0,0,,0,0,62.6,36.8,184.7,1006,3.1,16,180.1,15.6,7,15,2024-02-26T06:34:00,2024-02-26T17:44:07,0.58,Clear,Clear conditions throughout the day.,clear-day,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-27,24.4,8.2,18.5,24.4,3.8,18.3,13,71.6,0.015,100,4.17,rain,0,0,55.3,38.2,199.5,995.1,31.1,14.9,158.4,13.6,7,30,2024-02-27T06:32:33,2024-02-27T17:45:14,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
Decatur,2024-02-28,3.3,-6.7,-2.1,-3.5,-16.1,-8.7,-10.5,54.9,2.367,100,16.67,"rain,snow",0,0,71.7,47.8,291.6,1017.9,31.4,16,203.8,17.6,7,10,2024-02-28T06:31:05,2024-02-28T17:46:21,0.64,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.,rain,"KTAZ,72531603887,KDEC,D9761,KAAA,74467204862"
